,applNum,displayId,filingDate,inventionTitle,issueDate,patAssigneeName,patAssignorExDate,patAssignorName,patNum
59,14538545,041672-0001,2014-11-11T04:00:00Z,MEDICAL DEVICE SYSTEM PERFORMANCE INDEX,2019-06-04T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",10311972
60,14547376,041672-0001,2014-11-19T04:00:00Z,INFUSION PUMP AUTOMATION SYSTEM AND METHOD,2018-08-07T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",10042986
61,14571559,041672-0001,2014-12-16T04:00:00Z,DOOR MOUNT STABILIZATION SYSTEM FOR AN INFUSION PUMP,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
62,14633614,041672-0001,2015-02-27T04:00:00Z,INFUSION SYSTEM AND METHOD WHICH UTILIZES DUAL WAVELENGTH OPTICAL AIR-IN-LINE DETECTION,2019-07-09T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",10342917
63,14700357,041672-0001,2015-04-30T04:00:00Z,PATIENT CARE SYSTEM WITH CONDITIONAL ALARM FORWARDING,2017-09-19T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",9764082
64,14725077,041672-0001,2015-05-29T04:00:00Z,INFUSION SYSTEM AND PUMP WITH CONFIGURABLE CLOSED LOOP DELIVERY RATE CATCH-UP,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
65,14828008,041672-0001,2015-08-17T04:00:00Z,"INTRAVENOUS POLE INTEGRATED POWER, CONTROL, AND COMMUNICATION SYSTEM AND METHOD FOR AN INFUSION PUMP",2018-12-04T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",10143795
66,14739840,041672-0001,2015-06-15T04:00:00Z,SYSTEM FOR MONITORING AND DELIVERING MEDICATION TO A PATIENT AND METHOD OF USING THE SAME TO MINIMIZE THE RISKS ASSOCIATED WITH AUTOMATED THERAPY,2017-08-08T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",9724470
67,14755021,041672-0001,2015-06-30T04:00:00Z,INFUSION PUMP ERROR DISPLAY,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
68,14972585,041672-0001,2015-12-17T04:00:00Z,INFUSION SYSTEM WITH CONCURRENT TPN/INSULIN INFUSION,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
69,15057250,041672-0001,2016-03-01T04:00:00Z,"INFUSION SYSTEM, DEVICE, AND METHOD HAVING ADVANCED INFUSION FEATURES",0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
70,15164251,041672-0001,2016-05-25T04:00:00Z,INFUSION PUMP SYSTEM AND METHOD WITH MULTIPLE DRUG LIBRARY EDITOR SOURCE CAPABILITY,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
71,15164277,041672-0001,2016-05-25T04:00:00Z,DISPOSABLE INFUSION FLUID DELIVERY DEVICE FOR PROGRAMMABLE LARGE VOLUME DRUG DELIVERY,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
72,11835894,041672-0001,2007-08-08T04:00:00Z,FLUID DELIVERY DEVICE IDENTIFICATION AND LOADING SYSTEM,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
73,10783641,041672-0001,2004-02-20T04:00:00Z,Medication management system,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
74,10783649,041672-0001,2004-02-20T04:00:00Z,Medication management system,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
75,10783573,041672-0001,2004-02-20T04:00:00Z,Medication management system,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
76,10783648,041672-0001,2004-02-20T04:00:00Z,Medication management system,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
77,10783792,041672-0001,2004-02-20T04:00:00Z,Medication management system,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
78,12361215,041672-0001,2009-01-28T04:00:00Z,MEDICATION MANAGEMENT SYSTEM,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
79,12639485,041672-0001,2009-12-16T04:00:00Z,MEDICATION MANAGMENT SYSTEM,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
80,11692630,041672-0001,2007-03-28T04:00:00Z,MEDICATION ADMINISTRATION AND MANAGEMENT SYSTEM AND METHOD,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
81,11692805,041672-0001,2007-03-28T04:00:00Z,MEDICATION ADMINISTRATION AND MANAGEMENT SYSTEM AND METHOD,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
82,11692852,041672-0001,2007-03-28T04:00:00Z,MEDICATION ADMINISTRATION AND MANAGEMENT SYSTEM AND METHOD,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
83,11873269,041672-0001,2007-10-16T04:00:00Z,SYSTEM AND METHOD FOR COMPARING AND UTILIZING ACTIVITY INFORMATION AND CONFIGURATION INFORMATION FROM MULTIPLE DEVICE MANAGEMENT SYSTEMS,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
84,13552868,041672-0001,2012-07-19T04:00:00Z,AUTOMATED BLOOD SAMPLING SYSTEM AND METHOD,0001-01-01T00:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",NULL
85,08873475,041672-0001,1997-06-12T04:00:00Z,PUMP WITH ANTI-FREE FLOW FEATURE,2001-07-17T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6261262
86,08873662,041672-0001,1997-06-12T04:00:00Z,PUMP WITH DOOR-MOUNTED MECHANISM FOR POSITIONING TUBING IN THE PUMP HOUSING,1999-02-09T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",5868712
87,08873471,041672-0001,1997-06-12T04:00:00Z,TEMPERATURE COMPENSATION SYSTEM FOR REGULATING FLOW THROUGH TUBING IN A PUMP,2003-01-07T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6503221
88,10115311,041672-0001,2002-04-03T04:00:00Z,TEMPERATURE COMPENSATION SYSTEM FOR REGULATING FLOW THROUGH TUBING IN A PUMP,2005-03-22T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6869425
89,08948137,041672-0001,1997-10-09T04:00:00Z,BATTERY CAPACITY MEASUREMENT CIRCUIT,1999-11-30T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",5994876
90,09097062,041672-0001,1998-06-12T04:00:00Z,PRESSURE  (OCCULSION) SENSOR,1999-11-23T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",5989222
91,09097068,041672-0001,1998-06-12T04:00:00Z,AIR BUBBLE SENSOR,2000-11-07T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6142008
92,09302710,041672-0001,1999-04-30T04:00:00Z,DRUG INFUSION PUMPING CASSETTE LATCHING MECHANISM,2001-05-15T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6231320
93,09100370,041672-0001,1998-06-19T04:00:00Z,WATERTIGHT BATTERY COMPARTMENT COVER WITH LATCH ACTUATED O-RING SEAL,1999-12-28T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6007941
94,09430586,041672-0001,1999-10-29T04:00:00Z,PSEUDO HALF-STEP MOTOR DRIVE METHOD AND APPARAUS,2001-09-04T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6285155
95,09464812,041672-0001,1999-12-17T04:00:00Z,METHOD FOR COMPENSATING FOR PRESSURE DIFFERENCES ACROSS VALVES IN CASSETTE TYPE IV PUMP,2002-12-24T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6497680
96,10282967,041672-0001,2002-10-29T04:00:00Z,METHOD FOR COMPENSATING FOR PRESSURE DIFFERENCES ACROSS VALVES IN CASSETTE TYPE IV PUMP,2005-09-13T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6942636
97,11157755,041672-0001,2005-06-21T04:00:00Z,METHODS FOR COMPENSATING FOR PRESSURE DIFFERENCES ACROSS VALVES IN IV PUMPS,2008-08-05T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7407489
98,11157758,041672-0001,2005-06-21T04:00:00Z,METHOD FOR COMPENSATING FOR PRESSURE DIFFERENCES ACROSS VALVES IN CASSETTE TYPE IV PUMP,2008-07-22T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7402154
99,09454001,041672-0001,1999-12-03T04:00:00Z,USE OF DIGITAL CURRENT RAMPING TO REDUCE AUDIBLE NOISE IN STEPPER MOTOR,2001-03-27T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6208107
100,09628846,041672-0001,2000-07-31T04:00:00Z,CLOSED-LOOP IV FLUID FLOW CONTROL,2004-02-03T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6685668
101,10727702,041672-0001,2003-12-04T04:00:00Z,CLOSED-LOOP IV FLUID FLOW CONTROL,2006-01-03T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6981960
102,09842529,041672-0001,2001-04-25T04:00:00Z,DISPOSABLE INFUSION CASSETTE WITH LOW AIR BUBBLE RETENTION AND IMPROVED VALVES,2002-12-17T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6494694
103,09880377,041672-0001,2001-06-13T04:00:00Z,MICRONEEDLES FOR MINIMALLY INVASIVE DRUG DELIVERY,2004-07-27T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6767341
104,10442575,041672-0001,2003-05-21T04:00:00Z,FLUID FLOW MEASUREMENT DEVICE,2004-11-09T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6813964
105,10978866,041672-0001,2004-10-29T04:00:00Z,FLUID FLOW MEASUREMENT DEVICE,2005-11-15T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",6964204
106,10667611,041672-0001,2003-09-22T04:00:00Z,FLUID DELIVERY DEVICE IDENTIFICATION AND LOADING SYSTEM,2007-08-21T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7258534
107,11835798,041672-0001,2007-08-08T04:00:00Z,FLUID DELIVERY DEVICE IDENTIFICATION AND LOADING SYSTEM,2010-08-03T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7766630
108,12635897,041672-0001,2009-12-11T04:00:00Z,FLUID DELIVERY DEVICE IDENTIFICATION AND LOADING SYSTEM,2012-04-10T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8152486
109,10665776,041672-0001,2003-09-19T04:00:00Z,PUMP TUBE SET HANDLING SYSTEM,2007-01-09T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7160087
110,29190578,041672-0001,2003-09-23T04:00:00Z,PUMP,2004-12-28T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",D500326
111,29201365,041672-0001,2004-03-15T04:00:00Z,PUMP,2006-02-14T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",D515205
112,10696830,041672-0001,2003-10-30T04:00:00Z,MEDICAL DEVICE SYSTEM,2011-03-01T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7896572
113,10823220,041672-0001,2004-04-13T04:00:00Z,MEDICAL DEVICE SYSTEM,2009-07-07T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7556616
114,12903704,041672-0001,2010-10-13T04:00:00Z,MEDICAL DEVICE SYSTEM,2012-09-04T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8256984
115,11103235,041672-0001,2005-04-11T04:00:00Z,USER INTERFACE IMPROVEMENTS FOR MEDICAL DEVICES,2011-05-17T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7945452
116,11959330,041672-0001,2007-12-18T04:00:00Z,SYSTEM FOR GUIDING A USER DURING PROGRAMMING OF A MEDICAL DEVICE,2011-03-01T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7896842
117,13107507,041672-0001,2011-05-13T04:00:00Z,USER INTERFACE IMPROVEMENTS FOR MEDICAL DEVICES,2013-11-05T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8577692
118,10810123,041672-0001,2004-03-26T04:00:00Z,MEDICAL INFUSION PUMP WITH CLOSED LOOP STROKE FEEDBACK SYSTEM AND METHOD,2012-11-20T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8313308
119,11510106,041672-0001,2006-08-25T04:00:00Z,SYSTEM AND METHOD FOR IMPROVED LOW FLOW MEDICAL PUMP DELIVERY,2011-03-15T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7905710
120,29199537,041672-0001,2004-02-17T04:00:00Z,PUMP CASSETTE,2005-04-26T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",D504507
121,10783642,041672-0001,2004-02-20T04:00:00Z,METHOD FOR ADJUSTING PUMP SCREEN BRIGHTNESS,2009-02-10T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7490021
122,10783640,041672-0001,2004-02-20T04:00:00Z,MEDICATION MANAGEMENT SYSTEM,2015-09-01T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",9123077
123,10930358,041672-0001,2004-08-31T04:00:00Z,MEDICATION MANAGEMENT SYSTEM,2011-02-22T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7895053
124,11591970,041672-0001,2006-11-02T04:00:00Z,MEDICATION MANAGEMENT SYSTEM,2008-11-18T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7454314
125,11591965,041672-0001,2006-11-02T04:00:00Z,MEDICATION MANAGEMENT SYSTEM,2008-07-08T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7398183
126,10783877,041672-0001,2004-02-20T04:00:00Z,SYSTEM FOR MAINTAINING DRUG INFORMATION AND COMMUNICATING WITH MEDICATION DELIVERY DEVICES,2011-11-22T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8065161
127,13301493,041672-0001,2011-11-21T04:00:00Z,SYSTEM FOR MAINTAINING DRUG INFORMATION AND COMMUNICATING WITH MEDICATION DELIVERY DEVICES,2013-02-19T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8380536
128,11322675,041672-0001,2005-12-30T04:00:00Z,SYRINGE HOLDING SYSTEM,2015-01-06T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8926562
129,11692781,041672-0001,2007-03-28T04:00:00Z,MEDICATION ADMINISTRATION AND MANAGEMENT SYSTEM AND METHOD,2014-07-01T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8768719
130,11692831,041672-0001,2007-03-28T04:00:00Z,MEDICATION ADMINISTRATION AND MANAGEMENT SYSTEM AND METHOD,2013-10-15T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8560345
131,11692838,041672-0001,2007-03-28T04:00:00Z,MEDICATION ADMINISTRATION AND MANAGEMENT SYSTEM AND METHOD,2014-02-18T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8655676
132,12882710,041672-0001,2010-09-15T04:00:00Z,SYSTEM AND METHOD FOR COMPARING AND UTILIZING ACTIVITY INFORMATION AND CONFIGURATION INFORMATION FROM MULTIPLE MEDICAL DEVICE MANAGEMENT SYSTEMS,2014-03-04T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8666769
133,12885986,041672-0001,2010-09-20T04:00:00Z,SYSTEM AND METHOD FOR COMPARING AND UTILIZING ACTIVITY INFORMATION AND CONFIGURATION INFORMATION FROM MULTIPLE MEDICAL DEVICE MANAGEMENT SYSTEMS,2014-05-20T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8731960
134,12886122,041672-0001,2010-09-20T04:00:00Z,SYSTEM AND METHOD FOR COMPARING AND UTILIZING ACTIVITY INFORMATION AND CONFIGURATION INFORMATION FROM MULTIPLE MEDICAL DEVICE MANAGEMENT SYSTEMS,2014-08-05T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8799012
135,12038507,041672-0001,2008-02-27T04:00:00Z,SYSTEM AND METHOD FOR SEQUENCING CHANNELS IN A MULTI-CHANNEL INFUSION PUMP,2012-07-31T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8231578
136,12194819,041672-0001,2008-08-20T04:00:00Z,RADIALLY SEALING VALVE FOR AN INFUSION SET,2011-11-15T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8057437
137,12194685,041672-0001,2008-08-20T04:00:00Z,SYSTEM AND METHOD FOR REDUCING AIR BUBBLES IN A FLUID DELIVERY LINE,2011-07-19T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7981082
138,13154674,041672-0001,2011-06-07T04:00:00Z,SYSTEM FOR REDUCING AIR BUBBLES IN A FLUID DELIVERY LINE,2013-01-29T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8361021
139,12265470,041672-0001,2008-11-05T04:00:00Z,SYSTEM AND METHOD FOR SYNCHRONIZING MEDICATION CONFIGURATION INFORMATION AMONG SYSTEMS CONTAINING MEDICATION CONFIGURATION INFORMATION,2014-02-25T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8660860
140,12335128,041672-0001,2008-12-15T04:00:00Z,DIFFERENTIAL PRESSURE BASED FLOW SENSOR ASSEMBLY FOR MEDICATION DELIVERY MONITORING AND METHOD OF USING THE SAME,2013-03-26T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8403908
141,13850126,041672-0001,2013-03-25T04:00:00Z,DIFFERENTIAL PRESSURE BASED FLOW SENSOR ASSEMBLY FOR MEDICATION DELIVERY MONITORING AND METHOD OF USING THE SAME,2016-03-01T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",9272089
142,12336867,041672-0001,2008-12-17T04:00:00Z,INFUSION PUMP WITH CONFIGURABLE SCREEN SETTINGS,2016-07-05T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",9381296
143,12336981,041672-0001,2008-12-17T04:00:00Z,INFUSION PUMP WITH CONFIGURABLE SCREEN SETTINGS,2016-07-19T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",9393362
144,12337200,041672-0001,2008-12-17T04:00:00Z,INFUSION PUMP WITH CONFIGURABLE SCREEN SETTINGS,2014-04-15T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8700421
145,12337316,041672-0001,2008-12-17T04:00:00Z,INFUSION PUMP WITH CONFIGURABLE SCREEN SETTINGS,2013-09-24T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8543416
146,12337569,041672-0001,2008-12-17T04:00:00Z,USER INTERFACE IMPROVEMENTS FOR MEDICAL DEVICES,2015-05-05T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",9026370
147,12337588,041672-0001,2008-12-17T04:00:00Z,USER INTERFACE IMPROVEMENTS FOR MEDICAL DEVICES,2013-08-27T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8517990
148,12337745,041672-0001,2008-12-18T04:00:00Z,USER INTERFACE IMPROVEMENTS FOR MEDICAL DEVICES,2011-12-13T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8078983
149,12337888,041672-0001,2008-12-18T04:00:00Z,USER INTERFACE IMPROVEMENTS FOR MEDICAL DEVICES,2013-07-23T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8494879
150,12507926,041672-0001,2009-07-23T04:00:00Z,USER INTERFACE IMPROVEMENTS FOR MEDICAL DEVICES,2012-05-22T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8185322
151,12435074,041672-0001,2009-05-04T04:00:00Z,AUTOMATED POINT-OF-CARE FLUID TESTING DEVICE AND METHOD OF USING THE SAME,2013-09-03T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8523797
152,12862150,041672-0001,2010-08-24T04:00:00Z,METHOD OF MONITORING AN AUTOMATED POINT-OF-CARE FLUID TESTING SYSTEM,2012-11-27T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8317698
153,12468994,041672-0001,2009-05-20T04:00:00Z,CASSETTE FOR DIFFERENTIAL PRESSURE BASED MEDICATION DELIVERY FLOW SENSOR ASSEMBLY FOR MEDICATION DELIVERY MONITORING AND METHOD OF MAKING THE SAME,2011-11-29T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8065924
154,12652140,041672-0001,2010-01-05T04:00:00Z,SYSTEM AND METHOD FOR AUTHORIZED MEDICATION DELIVERY,2014-07-15T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8777895
155,12469459,041672-0001,2009-05-20T04:00:00Z,CASSETTE FOR USE IN A MEDICATION DELIVERY FLOW SENSOR ASSEMBLY AND METHOD OF MAKING THE SAME,2010-10-26T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",7819838
156,12842168,041672-0001,2010-07-23T04:00:00Z,CASSETTE FOR USE IN A MEDICATION DELIVERY FLOW SENSOR ASSEMBLY AND METHOD OF MAKING THE SAME,2014-02-25T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8657778
157,12469472,041672-0001,2009-05-20T04:00:00Z,CASSETTE FOR DIFFERENTIAL PRESSURE BASED MEDICATION DELIVERY FLOW SENSOR ASSEMBLY FOR MEDICATION DELIVERY MONITORING AND METHOD OF MAKING THE SAME,2011-11-01T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8048022
158,12707774,041672-0001,2010-02-18T04:00:00Z,OCCLUSION DETECTION SYSTEM,2013-02-19T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8378837
159,12761107,041672-0001,2010-04-15T04:00:00Z,SYSTEM AND METHOD FOR CONFIGURING A RULE SET FOR MEDICAL EVENT MANAGMENT AND RESPONSES,2012-09-18T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8271106
160,12627715,041672-0001,2009-11-30T04:00:00Z,TOUCH SCREEN SYSTEM AND NAVIGATION AND PROGRAMMING METHODS FOR AN INFUSION PUMP,2012-11-27T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8317752
161,12970777,041672-0001,2010-12-16T04:00:00Z,SYSTEMS AND METHODS FOR MANAGING AND DELIVERING PATIENT THERAPY THROUGH ELECTRONIC DRUG DELIVERY SYSTEMS,2014-07-08T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8771251
162,13165490,041672-0001,2011-06-21T04:00:00Z,Fluid Flow Rate Compensation System Using an Integrated Conductivity Sensor to Monitor Tubing Changes,2014-10-14T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8858185
163,13196215,041672-0001,2011-08-02T04:00:00Z,METHOD OF VARYING THE FLOW RATE OF FLUID FROM A MEDICAL PUMP AND HYBRID SENSOR SYSTEM PERFORMING THE SAME,2014-10-14T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8857269
164,13290254,041672-0001,2011-11-07T04:00:00Z,"MEDICAL IDENTIFICATION SYSTEM AND METHOD OF IDENTIFYING INDIVIDUALS, MEDICAL ITEMS, AND ASSOCIATIONS THEREBETWEEN USING SAME",2014-03-04T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8662388
165,13333228,041672-0001,2011-12-21T04:00:00Z,FLUID DELIVERY DEVICE IDENTIFICATION AND LOADING SYSTEM,2014-07-15T04:00:00Z,"ICU MEDICAL, INC.",2017-02-03T04:00:00Z,"HOSPIRA, INC.",8777590
